Time(ns) 	 Current(Amp)
0	0
0.035	0.25
0.215	0.25
0.25	0.25
0.5	0.25
0.535	0.25
0.715	0.25
0.75	0.25
1.0	0.25
1.035	0.25
1.215	0.25
1.25	0.25
1.5	0.25
1.535	0.25
1.715	0.25
1.75	0.25
2.0	0.25
2.035	0.25
2.215	0.25
2.25	0.25
2.5	0.25
2.535	0.25
2.715	0.25
2.75	0.25
3.0	0.25
3.035	0.25
3.215	0.25
3.25	0.25
3.5	0.25
3.535	0.25
3.715	0.25
3.75	0.25
4.0	0.25
4.035	0.25
4.215	0.25
4.25	0.25
4.5	0.25
4.535	0.25
4.715	0.25
4.75	0.25
5.0	0.25
5.035	0.25
5.215	0.25
5.25	0.25
5.5	0.25
5.535	0.25
5.715	0.25
5.75	0.25
6.0	0.25
6.035	0.25
6.215	0.25
6.25	0.25
6.5	0.25
6.535	0.25
6.715	0.25
6.75	0.25
7.0	0.25
7.035	0.25
7.215	0.25
7.25	0.25
7.5	0.25
7.535	0.25
7.715	0.25
7.75	0.25
8.0	0.25
8.035	0.25
8.215	0.25
8.25	0.25
8.5	0.25
8.535	0.25
8.715	0.25
8.75	0.25
9.0	0.25
9.035	0.25
9.215	0.25
9.25	0.25
9.5	0.25
9.535	0.25
9.715	0.25
9.75	0.25
10.0	0.25
10.035	0.375
10.215	0.375
10.25	0.25
10.5	0.25
10.535	0.5
10.715	0.5
10.75	0.25
11.0	0.25
11.035	0.625
11.215	0.625
11.25	0.25
11.5	0.25
11.535	0.75
11.715	0.75
11.75	0.25
12.0	0.25
12.035	0.875
12.215	0.875
12.25	0.25
12.5	0.25
12.535	1.0
12.715	1.0
12.75	0.25
13.0	0.25
13.035	1.125
13.215	1.125
13.25	0.25
13.5	0.25
13.535	1.25
13.715	1.25
13.75	0.25
14.0	0.25
14.035	1.375
14.215	1.375
14.25	0.25
14.5	0.25
14.535	1.5
14.715	1.5
14.75	0.25
15.0	0.25
15.035	1.625
15.215	1.625
15.25	0.25
15.5	0.25
15.535	1.75
15.715	1.75
15.75	0.25
16.0	0.25
16.035	1.875
16.215	1.875
16.25	0.25
16.5	0.25
16.535	2.0
16.715	2.0
16.75	0.25
17.0	0.25
17.035	2.125
17.215	2.125
17.25	0.25
17.5	0.25
17.535	2.25
17.715	2.25
17.75	0.25
18.0	0.25
18.035	2.375
18.215	2.375
18.25	0.25
18.5	0.25
18.535	2.5
18.715	2.5
18.75	0.25
19.0	0.25
19.035	2.625
19.215	2.625
19.25	0.25
19.5	0.25
19.535	2.75
19.715	2.75
19.75	0.25
20.0	0.25
20.035	2.875
20.215	2.875
20.25	0.25
20.5	0.25
20.535	3.0
20.715	3.0
20.75	0.25
21.0	0.25
21.035	3.125
21.215	3.125
21.25	0.25
21.5	0.25
21.535	3.25
21.715	3.25
21.75	0.25
22.0	0.25
22.035	3.375
22.215	3.375
22.25	0.25
22.5	0.25
22.535	3.5
22.715	3.5
22.75	0.25
23.0	0.25
23.035	3.625
23.215	3.625
23.25	0.25
23.5	0.25
23.535	3.75
23.715	3.75
23.75	0.25
24.0	0.25
24.035	3.875
24.215	3.875
24.25	0.25
24.5	0.25
24.535	4.0
24.715	4.0
24.75	0.25
25.0	0.25
25.035	4.125
25.215	4.125
25.25	0.25
25.5	0.25
25.535	4.25
25.715	4.25
25.75	0.25
26.0	0.25
26.035	4.375
26.215	4.375
26.25	0.25
26.5	0.25
26.535	4.5
26.715	4.5
26.75	0.25
27.0	0.25
27.035	4.625
27.215	4.625
27.25	0.25
27.5	0.25
27.535	4.75
27.715	4.75
27.75	0.25
28.0	0.25
28.035	4.875
28.215	4.875
28.25	0.25
28.5	0.25
28.535	5.0
28.715	5.0
28.75	0.25
29.0	0.25
29.035	5.125
29.215	5.125
29.25	0.25
29.5	0.25
29.535	5.25
29.715	5.25
29.75	0.25
30.0	0.25
30.035	5.240833333333334
30.215	5.240833333333334
30.25	0.25
30.5	0.25
30.535	5.2316666666666665
30.715	5.2316666666666665
30.75	0.25
31.0	0.25
31.035	5.2225
31.215	5.2225
