Time(ns) 	 Current(Amp)
0	0
0.07	5.0
0.43	5.0
0.5	5.0
1.0	5.0
1.07	5.0
1.43	5.0
1.5	5.0
2.0	5.0
2.07	5.0
2.43	5.0
2.5	5.0
3.0	5.0
3.07	5.0
3.43	5.0
3.5	5.0
4.0	5.0
4.07	5.0
4.43	5.0
4.5	5.0
5.0	5.0
5.07	5.0
5.43	5.0
5.5	5.0
6.0	5.0
6.07	5.0
6.43	5.0
6.5	5.0
7.0	5.0
7.07	5.0
7.43	5.0
7.5	5.0
8.0	5.0
8.07	5.0
8.43	5.0
8.5	5.0
9.0	5.0
9.07	5.0
9.43	5.0
9.5	5.0
10.0	5.0
10.07	5.5
10.43	5.5
10.5	5.0
11.0	5.0
11.07	6.0
11.43	6.0
11.5	5.0
12.0	5.0
12.07	6.5
12.43	6.5
12.5	5.0
13.0	5.0
13.07	7.0
13.43	7.0
13.5	5.0
14.0	5.0
14.07	7.5
14.43	7.5
14.5	5.0
15.0	5.0
15.07	8.0
15.43	8.0
15.5	5.0
16.0	5.0
16.07	8.5
16.43	8.5
16.5	5.0
17.0	5.0
17.07	9.0
17.43	9.0
17.5	5.0
18.0	5.0
18.07	9.5
18.43	9.5
18.5	5.0
19.0	5.0
19.07	10.0
19.43	10.0
19.5	5.0
20.0	5.0
20.07	10.5
20.43	10.5
20.5	5.0
21.0	5.0
21.07	11.0
21.43	11.0
21.5	5.0
22.0	5.0
22.07	11.5
22.43	11.5
22.5	5.0
23.0	5.0
23.07	12.0
23.43	12.0
23.5	5.0
24.0	5.0
24.07	12.5
24.43	12.5
24.5	5.0
25.0	5.0
25.07	13.0
25.43	13.0
25.5	5.0
26.0	5.0
26.07	13.5
26.43	13.5
26.5	5.0
27.0	5.0
27.07	14.0
27.43	14.0
27.5	5.0
28.0	5.0
28.07	14.5
28.43	14.5
28.5	5.0
29.0	5.0
29.07	15.0
29.43	15.0
29.5	5.0
30.0	5.0
30.07	15.5
30.43	15.5
30.5	5.0
31.0	5.0
31.07	16.0
31.43	16.0
31.5	5.0
32.0	5.0
32.07	16.5
32.43	16.5
32.5	5.0
33.0	5.0
33.07	17.0
33.43	17.0
33.5	5.0
34.0	5.0
34.07	17.5
34.43	17.5
34.5	5.0
35.0	5.0
35.07	18.0
35.43	18.0
35.5	5.0
36.0	5.0
36.07	18.5
36.43	18.5
36.5	5.0
37.0	5.0
37.07	19.0
37.43	19.0
37.5	5.0
38.0	5.0
38.07	19.5
38.43	19.5
38.5	5.0
39.0	5.0
39.07	20.0
39.43	20.0
39.5	5.0
40.0	5.0
40.07	20.5
40.43	20.5
40.5	5.0
41.0	5.0
41.07	21.0
41.43	21.0
41.5	5.0
42.0	5.0
42.07	21.5
42.43	21.5
42.5	5.0
43.0	5.0
43.07	22.0
43.43	22.0
43.5	5.0
44.0	5.0
44.07	22.5
44.43	22.5
44.5	5.0
45.0	5.0
45.07	23.0
45.43	23.0
45.5	5.0
46.0	5.0
46.07	23.5
46.43	23.5
46.5	5.0
47.0	5.0
47.07	24.0
47.43	24.0
47.5	5.0
48.0	5.0
48.07	24.5
48.43	24.5
48.5	5.0
49.0	5.0
49.07	25.0
49.43	25.0
49.5	5.0
50.0	5.0
50.07	25.5
50.43	25.5
50.5	5.0
51.0	5.0
51.07	26.0
51.43	26.0
51.5	5.0
52.0	5.0
52.07	26.5
52.43	26.5
52.5	5.0
53.0	5.0
53.07	27.0
53.43	27.0
53.5	5.0
54.0	5.0
54.07	27.5
54.43	27.5
54.5	5.0
55.0	5.0
55.07	28.0
55.43	28.0
55.5	5.0
56.0	5.0
56.07	28.5
56.43	28.5
56.5	5.0
57.0	5.0
57.07	29.0
57.43	29.0
57.5	5.0
58.0	5.0
58.07	29.5
58.43	29.5
58.5	5.0
59.0	5.0
59.07	30.0
59.43	30.0
59.5	5.0
60.0	5.0
60.07	30.5
60.43	30.5
60.5	5.0
61.0	5.0
61.07	31.0
61.43	31.0
61.5	5.0
62.0	5.0
62.07	31.5
62.43	31.5
62.5	5.0
63.0	5.0
63.07	32.0
63.43	32.0
63.5	5.0
64.0	5.0
64.07	32.5
64.43	32.5
64.5	5.0
65.0	5.0
65.07	33.0
65.43	33.0
65.5	5.0
66.0	5.0
66.07	33.5
66.43	33.5
66.5	5.0
67.0	5.0
67.07	34.0
67.43	34.0
67.5	5.0
68.0	5.0
68.07	34.5
68.43	34.5
68.5	5.0
69.0	5.0
69.07	35.0
69.43	35.0
69.5	5.0
70.0	5.0
70.07	35.5
70.43	35.5
70.5	5.0
71.0	5.0
71.07	36.0
71.43	36.0
71.5	5.0
72.0	5.0
72.07	36.5
72.43	36.5
72.5	5.0
73.0	5.0
73.07	37.0
73.43	37.0
73.5	5.0
74.0	5.0
74.07	37.5
74.43	37.5
74.5	5.0
75.0	5.0
75.07	38.0
75.43	38.0
75.5	5.0
76.0	5.0
76.07	38.5
76.43	38.5
76.5	5.0
77.0	5.0
77.07	39.0
77.43	39.0
77.5	5.0
78.0	5.0
78.07	39.5
78.43	39.5
78.5	5.0
79.0	5.0
79.07	40.0
79.43	40.0
79.5	5.0
80.0	5.0
80.07	40.5
80.43	40.5
80.5	5.0
81.0	5.0
81.07	41.0
81.43	41.0
81.5	5.0
82.0	5.0
82.07	41.5
82.43	41.5
82.5	5.0
83.0	5.0
83.07	42.0
83.43	42.0
83.5	5.0
84.0	5.0
84.07	42.5
84.43	42.5
84.5	5.0
85.0	5.0
85.07	43.0
85.43	43.0
85.5	5.0
86.0	5.0
86.07	43.5
86.43	43.5
86.5	5.0
87.0	5.0
87.07	44.0
87.43	44.0
87.5	5.0
88.0	5.0
88.07	44.5
88.43	44.5
88.5	5.0
89.0	5.0
89.07	45.0
89.43	45.0
89.5	5.0
90.0	5.0
90.07	45.5
90.43	45.5
90.5	5.0
91.0	5.0
91.07	46.0
91.43	46.0
91.5	5.0
92.0	5.0
92.07	46.5
92.43	46.5
92.5	5.0
93.0	5.0
93.07	47.0
93.43	47.0
93.5	5.0
94.0	5.0
94.07	47.5
94.43	47.5
94.5	5.0
95.0	5.0
95.07	48.0
95.43	48.0
95.5	5.0
96.0	5.0
96.07	48.5
96.43	48.5
96.5	5.0
97.0	5.0
97.07	49.0
97.43	49.0
97.5	5.0
98.0	5.0
98.07	49.5
98.43	49.5
98.5	5.0
99.0	5.0
99.07	50.0
99.43	50.0
99.5	5.0
100.0	5.0
100.07	50.5
100.43	50.5
100.5	5.0
101.0	5.0
101.07	51.0
101.43	51.0
101.5	5.0
102.0	5.0
102.07	51.5
102.43	51.5
102.5	5.0
103.0	5.0
103.07	52.0
103.43	52.0
103.5	5.0
104.0	5.0
104.07	52.5
104.43	52.5
104.5	5.0
105.0	5.0
105.07	53.0
105.43	53.0
105.5	5.0
106.0	5.0
106.07	53.5
106.43	53.5
106.5	5.0
107.0	5.0
107.07	54.0
107.43	54.0
107.5	5.0
108.0	5.0
108.07	54.5
108.43	54.5
108.5	5.0
109.0	5.0
109.07	55.0
109.43	55.0
109.5	5.0
110.0	5.0
110.07	55.5
110.43	55.5
110.5	5.0
111.0	5.0
111.07	56.0
111.43	56.0
111.5	5.0
112.0	5.0
112.07	56.5
112.43	56.5
112.5	5.0
113.0	5.0
113.07	57.0
113.43	57.0
113.5	5.0
114.0	5.0
114.07	57.5
114.43	57.5
114.5	5.0
115.0	5.0
115.07	58.0
115.43	58.0
115.5	5.0
116.0	5.0
116.07	58.5
116.43	58.5
116.5	5.0
117.0	5.0
117.07	59.0
117.43	59.0
117.5	5.0
118.0	5.0
118.07	59.5
118.43	59.5
118.5	5.0
119.0	5.0
119.07	60.0
119.43	60.0
119.5	5.0
120.0	5.0
120.07	60.5
120.43	60.5
120.5	5.0
121.0	5.0
121.07	61.0
121.43	61.0
121.5	5.0
122.0	5.0
122.07	61.5
122.43	61.5
122.5	5.0
123.0	5.0
123.07	62.0
123.43	62.0
123.5	5.0
124.0	5.0
124.07	62.5
124.43	62.5
124.5	5.0
125.0	5.0
125.07	63.0
125.43	63.0
125.5	5.0
126.0	5.0
126.07	63.5
126.43	63.5
126.5	5.0
127.0	5.0
127.07	64.0
127.43	64.0
127.5	5.0
128.0	5.0
128.07	64.5
128.43	64.5
128.5	5.0
129.0	5.0
129.07	65.0
129.43	65.0
